Strain	Original_name	Group	Version	Status	Genome number	ShortTaxName	Locus tag	File name	Locus tag (Strain)	File name (Strain)	Locus tag (Strain no underscore)	Taxonomy_rp15	Taxonomy_GtoTree	Accession	Alternative Names	arCOG Taxonomy	CheckM Completeness v1,2,1	CheckM Contamination v1,2,1	Genome_quality	Genome_quality_score	GTDB-Tk v1.5.1 Classsification	GTDB-Tk v1.3.0 Classification		OriginLab	Date_added	Complete_genome	Notes
LC30	LC30	00_published	v01		00007	Atab	Atab_00007	Atab_00007_GCA_019058495	Atab_LC30	Atab_LC30_p	Atab__LC30_	Atabey	Atabey	GCA_019058495_1_ASM1905849v1		ALCG	95,48	3,74	high_quality	76,78	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		published	2022/07/06		
LCB_4	LCB_4	00_published	v01		00452	Odin	Odin_00452	Odin_00452_GCA_001940665	Odin_LCB_4	Odin_LCB_4_p	Odin__LCB_4_	Odin	Odin	GCA_001940665_1_ASM194066v1		Odinarchaeota	96,26	1,4	high_quality	89,26	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia_A;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__LCB-4 sp001940665	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__LCB-4 sp001940665		published	2022/07/06		
Loki_b31	Loki_b31	00_published	v01		00347	Loki	Loki_00347	Loki_00347_GCA_005222975	Loki_Loki_b31	Loki_Loki_b31_p	Loki__Loki_b31_	Loki	Loki	GCA_005222975_1_ASM522297v1		Lokiarchaeota	77,57	1,4	medium_quality	70,57	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975		published	2022/07/06		
Loki_b32	Loki_b32	00_published	v01		00348	Loki	Loki_00348	Loki_00348_GCA_005223125	Loki_Loki_b32	Loki_Loki_b32_p	Loki__Loki_b32_	Loki	Loki	GCA_005223125_1_ASM522312v1		Lokiarchaeota	89,25	3,27	medium_quality	72,9	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005223125	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005223125		published	2022/07/06		
LW30_13	LW30_13	00_published	v01		00349	Loki	Loki_00349	Loki_00349_GCA_019058425	Loki_LW30_13	Loki_LW30_13_p	Loki__LW30_13_	Loki	Loki	GCA_019058425_1_ASM1905842v1		Lokiarchaeota	89,41	5,14	medium_quality	63,71	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		published	2022/07/06		
LW40_21	LW40_21	00_published	v01		00350	Loki	Loki_00350	Loki_00350_GCA_019058415	Loki_LW40_21	Loki_LW40_21_p	Loki__LW40_21_		Loki	GCA_019058415_1_ASM1905841v1		Lokiarchaeota	66,82	4,67	medium_quality	43,47	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__		published	2022/07/06		
LW40_40	LW40_40	00_published	v01		00351	Loki	Loki_00351	Loki_00351_GCA_019058395	Loki_LW40_40	Loki_LW40_40_p	Loki__LW40_40_	Loki	Loki	GCA_019058395_1_ASM1905839v1		Lokiarchaeota	86,92	4,21	medium_quality	65,87	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__		published	2022/07/06		
LW40_45	LW40_45	00_published	v01		00352	Loki	Loki_00352	Loki_00352_GCA_019058445	Loki_LW40_45	Loki_LW40_45_p	Loki__LW40_45_	Loki	Loki	GCA_019058445_1_ASM1905844v1		Lokiarchaeota	85,05	1,87	medium_quality	75,7	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__		published	2022/07/06		
LW40_55	LW40_55	00_published	v01		00456	Sifa	Sifa_00456	Sifa_00456_GCA_019058475	Sifa_LW40_55	Sifa_LW40_55_p	Sifa__LW40_55_	Sif2	Sifa	GCA_019058475_1_ASM1905847v1		Sifarchaeota	52,44	0	medium_quality	52,44	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		published	2022/07/06		
LW40_87	LW40_87	00_published	v01		00353	Loki	Loki_00353	Loki_00353_GCA_019058365	Loki_LW40_87	Loki_LW40_87_p	Loki__LW40_87_	Loki	Loki	GCA_019058365_1_ASM1905836v1		Lokiarchaeota	91,59	2,8	high_quality	77,59	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		published	2022/07/06		
LW55_61	LW55_61	00_published	v01		00199	Hela	Hela_00199	Hela_00199_GCA_019058315	Hela_LW55_61	Hela_LW55_61_p	Hela__LW55_61_	Hel	Hel	GCA_019058315_1_ASM1905831v1		Helarchaeota	95,33	4,74	high_quality	71,63	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__JABXJV01;g__JABXJV01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__;g__;s__		published	2022/07/06		
LW55_7	LW55_7	00_published	v01		00457	Sifa	Sifa_00457	Sifa_00457_GCA_019058535	Sifa_LW55_7	Sifa_LW55_7_p	Sifa__LW55_7_	Sif2	Sifa	GCA_019058535_1_ASM1905853v1		Sifarchaeota	93,15	3,74	high_quality	74,45	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		published	2022/07/06		
LW55_83	LW55_83	00_published	v01		00354	Loki	Loki_00354	Loki_00354_GCA_019058355	Loki_LW55_83	Loki_LW55_83_p	Loki__LW55_83_	Loki	Loki	GCA_019058355_1_ASM1905835v1		Lokiarchaeota	83,18	9,92	medium_quality	33,58	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__		published	2022/07/06		
LW55_85	LW55_85	00_published	v01		00522	Thor	Thor_00522	Thor_00522_GCA_019058555	Thor_LW55_85	Thor_LW55_85_p	Thor__LW55_85_	Thor	Thor	GCA_019058555_1_ASM1905855v1		Thorarchaeota	51,04	0	medium_quality	51,04	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__TEKIR-14;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/07/06		
lw60_2018_gm2_56	lw60_2018_gm2_56	00_published	v01		00458	Sifa	Sifa_00458	Sifa_00458_GCA_019057385	Sifa_lw60_2018_gm2_56	Sifa_lw60_2018_gm2_56_p	Sifa__lw60_2018_gm2_56_	Sif2	Sifa	GCA_019057385_1_ASM1905738v1		Sifarchaeota	94,08	3,74	high_quality	75,38	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		published	2022/07/06		
LW60_4	LW60_4	00_published	v01		00356	Loki	Loki_00356	Loki_00356_GCA_019058295	Loki_LW60_4	Loki_LW60_4_p	Loki__LW60_4_	Loki	Loki	GCA_019058295_1_ASM1905829v1		Lokiarchaeota	69,52	0,93	medium_quality	64,87	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__		published	2022/07/06		
LW60_42	LW60_42	00_published	v01		00355	Loki	Loki_00355	Loki_00355_GCA_019058515	Loki_LW60_42	Loki_LW60_42_p	Loki__LW60_42_	Loki	Loki	GCA_019058515_1_ASM1905851v1		Lokiarchaeota	88,79	2,8	medium_quality	74,79	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__		published	2022/07/06		
LW60_5	LW60_5	00_published	v01		00357	Loki	Loki_00357	Loki_00357_GCA_019058245	Loki_LW60_5	Loki_LW60_5_p	Loki__LW60_5_	Loki	Loki	GCA_019058245_1_ASM1905824v1		Lokiarchaeota	73,52	1,4	medium_quality	66,52	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		published	2022/07/06		
M288	M288	01_unpublished_bakerlab	v01		00177	HeNj	HeNj_00177	HeNj_00177	HeNj_M288	HeNj_M288	HeNj__M288_	HeNjord	HeNjord		Idunnarchaeote_M288	Idunnarchaeota	82,02	2,8	medium_quality	68,02	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
M3_10_Bin_237	M3_10_Bin_237	01_unpublished_bakerlab	v01		00523	Thor	Thor_00523	Thor_00523	Thor_M3_10_Bin_237	Thor_M3_10_Bin_237	Thor__M3_10_Bin_237_		Thor			Thorarchaeota	63,66	2,8	medium_quality	49,66	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__		bakerlab	2022/07/06		
M3_30_Bin_130	M3_30_Bin_130	01_unpublished_bakerlab	v01		00104	HeHo	HeHo_00104	HeHo_00104	HeHo_M3_30_Bin_130	HeHo_M3_30_Bin_130	HeHo__M3_30_Bin_130_	HeHod	HeHod			Skadiarchaeia	82,94	2,8	medium_quality	68,94	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
M3_30_Bin_136	M3_30_Bin_136	01_unpublished_bakerlab	v01		00524	Thor	Thor_00524	Thor_00524	Thor_M3_30_Bin_136	Thor_M3_30_Bin_136	Thor__M3_30_Bin_136_	Thor	Thor			Thorarchaeota	91,12	1,87	high_quality	81,77	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__		bakerlab	2022/07/06		
M3_30_Bin_143	M3_30_Bin_143	01_unpublished_bakerlab	v01		00184	HeKa	HeKa_00184	HeKa_00184	HeKa_M3_30_Bin_143	HeKa_M3_30_Bin_143	HeKa__M3_30_Bin_143_	HeKari	HeKari			Heimdallarchaeia	51,13	1,87	medium_quality	41,78	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__LC-2;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__LC-2;s__		bakerlab	2022/07/06		
M3_30_Bin_165	M3_30_Bin_165	01_unpublished_bakerlab	v01		00105	HeHo	HeHo_00105	HeHo_00105	HeHo_M3_30_Bin_165	HeHo_M3_30_Bin_165	HeHo__M3_30_Bin_165_	HeHod	HeHod			Skadiarchaeia	75,32	4,42	medium_quality	53,22	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
M3_30_Bin_210	M3_30_Bin_210	01_unpublished_bakerlab	v01		00106	HeHo	HeHo_00106	HeHo_00106	HeHo_M3_30_Bin_210	HeHo_M3_30_Bin_210	HeHo__M3_30_Bin_210_	HeHod	HeHod			Skadiarchaeia	88,79	3,27	medium_quality	72,44	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
M3_30_Bin_238	M3_30_Bin_238	01_unpublished_bakerlab	v01		00525	Thor	Thor_00525	Thor_00525	Thor_M3_30_Bin_238	Thor_M3_30_Bin_238	Thor__M3_30_Bin_238_	Thor	Thor			Thorarchaeota	91,59	3,74	high_quality	72,89	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__		bakerlab	2022/07/06		
M3_30_Bin_242	M3_30_Bin_242	01_unpublished_bakerlab	v01		00526	Thor	Thor_00526	Thor_00526	Thor_M3_30_Bin_242	Thor_M3_30_Bin_242	Thor__M3_30_Bin_242_	Thor	Thor			Thorarchaeota	88,43	1,87	medium_quality	79,08	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		bakerlab	2022/07/06		
M3_30_Bin_276	M3_30_Bin_276	01_unpublished_bakerlab	v01		00107	HeHo	HeHo_00107	HeHo_00107	HeHo_M3_30_Bin_276	HeHo_M3_30_Bin_276	HeHo__M3_30_Bin_276_	HeHod	HeHod			Skadiarchaeia	87,25	5,14	medium_quality	61,55	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
M3_30_Bin_286	M3_30_Bin_286	01_unpublished_bakerlab	v01		00527	Thor	Thor_00527	Thor_00527	Thor_M3_30_Bin_286	Thor_M3_30_Bin_286	Thor__M3_30_Bin_286_		Thor			Thorarchaeota	62,11	8,55	medium_quality	19,36	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__		bakerlab	2022/07/06		
M3_30_Bin_336	M3_30_Bin_336	01_unpublished_bakerlab	v01		00069	HeHe	HeHe_00069	HeHe_00069	HeHe_M3_30_Bin_336	HeHe_M3_30_Bin_336	HeHe__M3_30_Bin_336_	HeHeimdall	HeHeimdall			Heimdallarchaeia	86,6	1,87	medium_quality	77,25	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__;s__		bakerlab	2022/07/06		
M3_30_Bin_353	M3_30_Bin_353	01_unpublished_bakerlab	v01		00108	HeHo	HeHo_00108	HeHo_00108	HeHo_M3_30_Bin_353	HeHo_M3_30_Bin_353	HeHo__M3_30_Bin_353_		HeHod			Skadiarchaeia	69,66	6,07	medium_quality	39,31	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
M3_30_Bin_364	M3_30_Bin_364	01_unpublished_bakerlab	v01		00109	HeHo	HeHo_00109	HeHo_00109	HeHo_M3_30_Bin_364	HeHo_M3_30_Bin_364	HeHo__M3_30_Bin_364_	HeHod	HeHod			Skadiarchaeia	89,65	6,07	medium_quality	59,3	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
M3_30_Bin_42	M3_30_Bin_42	01_unpublished_bakerlab	v01		00110	HeHo	HeHo_00110	HeHo_00110	HeHo_M3_30_Bin_42	HeHo_M3_30_Bin_42	HeHo__M3_30_Bin_42_		HeHod			Skadiarchaeia	90,65	6,69	medium_quality	57,2	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__LC-3;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__LC-3;g__;s__		bakerlab	2022/07/06		
M3_30_Bin_48	M3_30_Bin_48	01_unpublished_bakerlab	v01		00358	Loki	Loki_00358	Loki_00358	Loki_M3_30_Bin_48	Loki_M3_30_Bin_48	Loki__M3_30_Bin_48_	Loki	Loki			Lokiarchaeota	61,3	9,42	medium_quality	14,2	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/07/06		
M3_30_Bin_73	M3_30_Bin_73	01_unpublished_bakerlab	v01		00528	Thor	Thor_00528	Thor_00528	Thor_M3_30_Bin_73	Thor_M3_30_Bin_73	Thor__M3_30_Bin_73_	Thor	Thor			Thorarchaeota	90,65	5,14	medium_quality	64,95	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		bakerlab	2022/07/06		
M3_38_Bin_107	M3_38_Bin_107	01_unpublished_bakerlab	v01		00529	Thor	Thor_00529	Thor_00529	Thor_M3_38_Bin_107	Thor_M3_38_Bin_107	Thor__M3_38_Bin_107_	Thor	Thor			Thorarchaeota	90,19	3,74	high_quality	71,49	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__		bakerlab	2022/07/06		
M3_38_Bin_135	M3_38_Bin_135_clean	01_unpublished_bakerlab	v01		00111	HeHo	HeHo_00111	HeHo_00111	HeHo_M3_38_Bin_135	HeHo_M3_38_Bin_135	HeHo__M3_38_Bin_135_	HeHod	HeHod			Skadiarchaeia	72,3	8,29	medium_quality	30,85	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
M3_38_Bin_151	M3_38_Bin_151	01_unpublished_bakerlab	v01		00530	Thor	Thor_00530	Thor_00530	Thor_M3_38_Bin_151	Thor_M3_38_Bin_151	Thor__M3_38_Bin_151_	Thor	Thor			Thorarchaeota	77,33	1,87	medium_quality	67,98	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		bakerlab	2022/07/06		
M3_38_Bin_171	M3_38_Bin_171_clean	01_unpublished_bakerlab	v01		00531	Thor	Thor_00531	Thor_00531	Thor_M3_38_Bin_171	Thor_M3_38_Bin_171	Thor__M3_38_Bin_171_	Thor	Thor			Thorarchaeota	90,65	9,81	medium_quality	41,6	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__		bakerlab	2022/07/06		
M3_38_Bin_173	M3_38_Bin_173_clean	01_unpublished_bakerlab	v01		00112	HeHo	HeHo_00112	HeHo_00112	HeHo_M3_38_Bin_173	HeHo_M3_38_Bin_173	HeHo__M3_38_Bin_173_	HeHod	HeHod			Skadiarchaeia	91,3	6,61	medium_quality	58,25	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__LC-3;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__LC-3;g__;s__		bakerlab	2022/07/06		
M3_38_Bin_18	M3_38_Bin_18	01_unpublished_bakerlab	v01		00113	HeHo	HeHo_00113	HeHo_00113	HeHo_M3_38_Bin_18	HeHo_M3_38_Bin_18	HeHo__M3_38_Bin_18_	HeHod	HeHod			Skadiarchaeia	64,97	1,87	medium_quality	55,62	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
M3_38_Bin_207	M3_38_Bin_207	01_unpublished_bakerlab	v01		00532	Thor	Thor_00532	Thor_00532	Thor_M3_38_Bin_207	Thor_M3_38_Bin_207	Thor__M3_38_Bin_207_	Thor	Thor			Thorarchaeota	75,39	4,52	medium_quality	52,79	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__		bakerlab	2022/07/06		
M3_38_Bin_22	M3_38_Bin_22	01_unpublished_bakerlab	v01		00114	HeHo	HeHo_00114	HeHo_00114	HeHo_M3_38_Bin_22	HeHo_M3_38_Bin_22	HeHo__M3_38_Bin_22_		HeHod			Skadiarchaeia	80,2	8,88	medium_quality	35,8	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__LC-3;g__LC-3;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__LC-3;g__LC-3;s__		bakerlab	2022/07/06		
M3_38_Bin_235	M3_38_Bin_235	01_unpublished_bakerlab	v01		00070	HeHe	HeHe_00070	HeHe_00070	HeHe_M3_38_Bin_235	HeHe_M3_38_Bin_235	HeHe__M3_38_Bin_235_	HeHeimdall	HeHeimdall			Heimdallarchaeia	70,02	2,49	medium_quality	57,57	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__;s__		bakerlab	2022/07/06		
M3_38_Bin_28	M3_38_Bin_28_clean	01_unpublished_bakerlab	v01		00359	Loki	Loki_00359	Loki_00359	Loki_M3_38_Bin_28	Loki_M3_38_Bin_28	Loki__M3_38_Bin_28_	Loki	Loki			Lokiarchaeota	79,44	8,41	medium_quality	37,39	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/07/06		
M3_38_Bin_300	M3_38_Bin_300	01_unpublished_bakerlab	v01		00115	HeHo	HeHo_00115	HeHo_00115	HeHo_M3_38_Bin_300	HeHo_M3_38_Bin_300	HeHo__M3_38_Bin_300_	HeHod	HeHod			Skadiarchaeia	62,69	6,54	medium_quality	29,99	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
M3_38_Bin_305	M3_38_Bin_305	01_unpublished_bakerlab	v01		00185	HeKa	HeKa_00185	HeKa_00185	HeKa_M3_38_Bin_305	HeKa_M3_38_Bin_305	HeKa__M3_38_Bin_305_	HeKari	HeKari			Heimdallarchaeia	85,92	3,27	medium_quality	69,57	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__LC-2;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__LC-2;s__		bakerlab	2022/07/06		
M3_38_Bin_335	M3_38_Bin_335	01_unpublished_bakerlab	v01		00533	Thor	Thor_00533	Thor_00533	Thor_M3_38_Bin_335	Thor_M3_38_Bin_335	Thor__M3_38_Bin_335_	Thor	Thor			Thorarchaeota	88,01	1,87	medium_quality	78,66	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__		bakerlab	2022/07/06		
M3_38_Bin_337	M3_38_Bin_337	01_unpublished_bakerlab	v01		00360	Loki	Loki_00360	Loki_00360	Loki_M3_38_Bin_337	Loki_M3_38_Bin_337	Loki__M3_38_Bin_337_	Loki	Loki			Lokiarchaeota	79,91	4,67	medium_quality	56,56	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/07/06		
M3_38_Bin_361	M3_38_Bin_361	01_unpublished_bakerlab	v01		00116	HeHo	HeHo_00116	HeHo_00116	HeHo_M3_38_Bin_361	HeHo_M3_38_Bin_361	HeHo__M3_38_Bin_361_	HeHod	HeHod			Skadiarchaeia	88,94	2,8	medium_quality	74,94	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		bakerlab	2022/07/06		
